Entity,Code,Day,total_vaccinations_per_hundred
Federated States of Micronesia,,2021-02-17,10.23
Federated States of Micronesia,,2021-02-18,10.73
Federated States of Micronesia,,2021-02-19,11.18
Federated States of Micronesia,,2021-02-20,11.18
Federated States of Micronesia,,2021-02-21,11.77
Federated States of Micronesia,,2021-02-22,11.77
Federated States of Micronesia,,2021-02-23,11.77
Federated States of Micronesia,,2021-02-24,12.54
Federated States of Micronesia,,2021-02-25,12.85
Federated States of Micronesia,,2021-02-26,13.33
Federated States of Micronesia,,2021-02-27,13.81
Federated States of Micronesia,,2021-02-28,14.2
Federated States of Micronesia,,2021-03-01,14.49
Federated States of Micronesia,,2021-03-02,15.15
Federated States of Micronesia,,2021-03-03,15.62
Federated States of Micronesia,,2021-03-04,16
Federated States of Micronesia,,2021-03-05,16.5
Federated States of Micronesia,,2021-03-06,17
Federated States of Micronesia,,2021-03-07,17.12
Federated States of Micronesia,,2021-03-08,17.12
Federated States of Micronesia,,2021-03-09,17.5
Federated States of Micronesia,,2021-03-10,17.78
Federated States of Micronesia,,2021-03-11,18.03
Federated States of Micronesia,,2021-03-12,18.42
Federated States of Micronesia,,2021-03-13,18.89
Federated States of Micronesia,,2021-03-14,19.1
Federated States of Micronesia,,2021-03-15,19.14
Federated States of Micronesia,,2021-03-16,19.73
Federated States of Micronesia,,2021-03-17,20.15
Federated States of Micronesia,,2021-03-18,20.15
Federated States of Micronesia,,2021-03-19,20.86
Federated States of Micronesia,,2021-03-20,21.35
Federated States of Micronesia,,2021-03-21,21.44
Federated States of Micronesia,,2021-03-22,21.47
Federated States of Micronesia,,2021-03-23,21.7
Federated States of Micronesia,,2021-03-24,21.97
Federated States of Micronesia,,2021-03-25,22.22
Federated States of Micronesia,,2021-03-26,22.64
Federated States of Micronesia,,2021-03-27,22.94
Federated States of Micronesia,,2021-03-28,23.07
Federated States of Micronesia,,2021-03-29,23.27
Federated States of Micronesia,,2021-03-30,23.68
Federated States of Micronesia,,2021-03-31,24.11
Federated States of Micronesia,,2021-04-01,24.29
Federated States of Micronesia,,2021-04-02,24.29
Federated States of Micronesia,,2021-04-03,24.51
Federated States of Micronesia,,2021-04-04,24.51
Federated States of Micronesia,,2021-04-05,24.78
Federated States of Micronesia,,2021-04-06,25.07
Federated States of Micronesia,,2021-04-07,25.55
Federated States of Micronesia,,2021-04-08,25.79
Federated States of Micronesia,,2021-04-09,25.79
Federated States of Micronesia,,2021-04-10,26.4
Federated States of Micronesia,,2021-04-11,26.4
Federated States of Micronesia,,2021-04-12,26.56
Federated States of Micronesia,,2021-04-13,26.98
Federated States of Micronesia,,2021-04-14,27.34
Federated States of Micronesia,,2021-04-15,27.34
Federated States of Micronesia,,2021-04-16,27.96
Federated States of Micronesia,,2021-04-17,28.38
Federated States of Micronesia,,2021-04-18,28.38
Federated States of Micronesia,,2021-04-19,28.8
Federated States of Micronesia,,2021-04-20,29.19
Federated States of Micronesia,,2021-04-21,29.19
Federated States of Micronesia,,2021-04-22,29.19
Federated States of Micronesia,,2021-04-23,30.12
Federated States of Micronesia,,2021-04-24,30.12
Federated States of Micronesia,,2021-04-25,30.12
Federated States of Micronesia,,2021-04-26,31
Federated States of Micronesia,,2021-04-27,31.99
Federated States of Micronesia,,2021-04-28,31.99
Federated States of Micronesia,,2021-04-29,33.32
Federated States of Micronesia,,2021-04-30,33.32
Federated States of Micronesia,,2021-05-01,33.98
Federated States of Micronesia,,2021-05-02,33.98
Federated States of Micronesia,,2021-05-03,34.09
Federated States of Micronesia,,2021-05-04,34.41
Federated States of Micronesia,,2021-05-05,34.69
Federated States of Micronesia,,2021-05-06,35.05
Federated States of Micronesia,,2021-05-07,35.05
Federated States of Micronesia,,2021-05-08,35.83
Federated States of Micronesia,,2021-05-09,35.83
Federated States of Micronesia,,2021-05-10,36.25
Federated States of Micronesia,,2021-05-11,36.44
Federated States of Micronesia,,2021-05-12,36.9
Federated States of Micronesia,,2021-05-13,37.11
Federated States of Micronesia,,2021-05-14,37.11
Federated States of Micronesia,,2021-05-15,37.11
Federated States of Micronesia,,2021-05-16,37.11
Federated States of Micronesia,,2021-05-17,37.11
Federated States of Micronesia,,2021-05-18,37.11
Federated States of Micronesia,,2021-05-19,39.03
Federated States of Micronesia,,2021-05-20,39.03
Federated States of Micronesia,,2021-05-21,39.58
Federated States of Micronesia,,2021-05-22,39.58
Federated States of Micronesia,,2021-05-23,39.58
Federated States of Micronesia,,2021-05-24,40.68
Federated States of Micronesia,,2021-05-25,41.08
Federated States of Micronesia,,2021-05-26,41.08
Federated States of Micronesia,,2021-05-27,41.26
Federated States of Micronesia,,2021-05-28,41.49
Federated States of Micronesia,,2021-05-29,41.49
Federated States of Micronesia,,2021-05-30,41.49
Federated States of Micronesia,,2021-06-01,42.02
Federated States of Micronesia,,2021-06-02,42.45
Federated States of Micronesia,,2021-06-03,42.45
Federated States of Micronesia,,2021-06-04,42.77
Federated States of Micronesia,,2021-06-05,43.34
Federated States of Micronesia,,2021-06-06,43.34
Federated States of Micronesia,,2021-06-07,43.34
Federated States of Micronesia,,2021-06-08,44.13
Federated States of Micronesia,,2021-06-09,44.23
Federated States of Micronesia,,2021-06-10,44.23
Federated States of Micronesia,,2021-06-11,44.4
Federated States of Micronesia,,2021-06-12,44.59
Federated States of Micronesia,,2021-06-13,44.59
Federated States of Micronesia,,2021-06-14,45.13
Federated States of Micronesia,,2021-06-15,45.47
Federated States of Micronesia,,2021-06-16,46.17
Federated States of Micronesia,,2021-06-17,46.35
Federated States of Micronesia,,2021-06-18,46.5
Federated States of Micronesia,,2021-06-19,46.5
Federated States of Micronesia,,2021-06-20,46.71
Federated States of Micronesia,,2021-06-21,46.72
Federated States of Micronesia,,2021-06-22,47.17
Federated States of Micronesia,,2021-06-23,47.52
Federated States of Micronesia,,2021-06-24,47.71
Florida,,2021-01-12,2.95
Florida,,2021-01-13,3.28
Florida,,2021-01-14,3.61
Florida,,2021-01-15,3.97
Florida,,2021-01-19,5.47
Florida,,2021-01-20,5.77
Florida,,2021-01-21,5.77
Florida,,2021-01-22,6.12
Florida,,2021-01-23,6.93
Florida,,2021-01-24,7.19
Florida,,2021-01-25,7.19
Florida,,2021-01-26,7.34
Florida,,2021-01-27,7.6
Florida,,2021-01-28,7.95
Florida,,2021-01-29,8.36
Florida,,2021-01-30,8.8
Florida,,2021-01-31,9.12
Florida,,2021-02-01,9.34
Florida,,2021-02-02,9.54
Florida,,2021-02-03,9.93
Florida,,2021-02-04,10.35
Florida,,2021-02-05,10.53
Florida,,2021-02-06,11.11
Florida,,2021-02-07,12.14
Florida,,2021-02-08,12.14
Florida,,2021-02-09,12.72
Florida,,2021-02-10,13.2
Florida,,2021-02-11,13.77
Florida,,2021-02-12,14.97
Florida,,2021-02-13,15.6
Florida,,2021-02-14,16.15
Florida,,2021-02-16,16.76
Florida,,2021-02-17,17.24
Florida,,2021-02-18,17.78
Florida,,2021-02-19,19.55
Florida,,2021-02-20,19.58
Florida,,2021-02-21,20.43
Florida,,2021-02-22,20.44
Florida,,2021-02-23,20.51
Florida,,2021-02-24,20.96
Florida,,2021-02-25,21.44
Florida,,2021-02-26,21.9
Florida,,2021-02-27,22.45
Florida,,2021-02-28,23.49
Florida,,2021-03-01,23.5
Florida,,2021-03-02,23.64
Florida,,2021-03-03,24.06
Florida,,2021-03-04,24.74
Florida,,2021-03-05,25.37
Florida,,2021-03-06,26.48
Florida,,2021-03-07,27.47
Florida,,2021-03-08,27.49
Florida,,2021-03-09,27.76
Florida,,2021-03-10,28.26
Florida,,2021-03-11,29.48
Florida,,2021-03-12,30.79
Florida,,2021-03-13,32.63
Florida,,2021-03-14,33.1
Florida,,2021-03-15,33.13
Florida,,2021-03-16,33.51
Florida,,2021-03-17,34.14
Florida,,2021-03-18,35.03
Florida,,2021-03-19,35.78
Florida,,2021-03-20,37.14
Florida,,2021-03-21,38.12
Florida,,2021-03-22,38.14
Florida,,2021-03-23,38.42
Florida,,2021-03-24,39.1
Florida,,2021-03-25,40.06
Florida,,2021-03-26,41.03
Florida,,2021-03-27,42.04
Florida,,2021-03-28,43.17
Florida,,2021-03-29,43.19
Florida,,2021-03-30,43.79
Florida,,2021-03-31,44.53
Florida,,2021-04-01,45.54
Florida,,2021-04-02,46.5
Florida,,2021-04-03,47.51
Florida,,2021-04-04,49.19
Florida,,2021-04-05,49.2
Florida,,2021-04-06,49.57
Florida,,2021-04-07,50.31
Florida,,2021-04-08,51.69
Florida,,2021-04-09,52.93
Florida,,2021-04-10,54.19
Florida,,2021-04-11,55.46
Florida,,2021-04-12,56.26
Florida,,2021-04-13,56.75
Florida,,2021-04-14,57.28
Florida,,2021-04-15,58.44
Florida,,2021-04-16,59.45
Florida,,2021-04-17,60.67
Florida,,2021-04-18,62.38
Florida,,2021-04-19,62.39
Florida,,2021-04-20,62.79
Florida,,2021-04-21,63.57
Florida,,2021-04-22,64.52
Florida,,2021-04-23,65.47
Florida,,2021-04-24,66.36
Florida,,2021-04-25,67.34
Florida,,2021-04-26,68.02
Florida,,2021-04-27,68.44
Florida,,2021-04-28,69.15
Florida,,2021-04-29,69.9
Florida,,2021-04-30,70.58
Florida,,2021-05-01,72.11
Florida,,2021-05-02,72.13
Florida,,2021-05-03,72.48
Florida,,2021-05-04,72.66
Florida,,2021-05-05,73.2
Florida,,2021-05-06,74
Florida,,2021-05-07,74.89
Florida,,2021-05-08,75.67
Florida,,2021-05-09,76.5
Florida,,2021-05-10,77.28
Florida,,2021-05-11,77.74
Florida,,2021-05-12,78.23
Florida,,2021-05-13,78.86
Florida,,2021-05-14,79.4
Florida,,2021-05-15,80.67
Florida,,2021-05-16,80.68
Florida,,2021-05-17,81.16
Florida,,2021-05-18,81.49
Florida,,2021-05-19,81.91
Florida,,2021-05-20,82.62
Florida,,2021-05-21,83.19
Florida,,2021-05-22,84.02
Florida,,2021-05-23,84.46
Florida,,2021-05-24,84.82
Florida,,2021-05-25,85.07
Florida,,2021-05-26,85.43
Florida,,2021-05-27,85.87
Florida,,2021-05-28,86.29
Florida,,2021-05-29,86.7
Florida,,2021-05-30,87.09
Florida,,2021-06-01,87.63
Florida,,2021-06-02,87.83
Florida,,2021-06-03,88.06
Florida,,2021-06-04,88.38
Florida,,2021-06-05,88.83
Florida,,2021-06-06,89.2
Florida,,2021-06-07,89.58
Florida,,2021-06-08,89.87
Florida,,2021-06-09,90.25
Florida,,2021-06-10,90.75
Florida,,2021-06-11,90.75
Florida,,2021-06-12,91.39
Florida,,2021-06-13,91.81
Florida,,2021-06-14,92.74
Florida,,2021-06-15,93.09
Florida,,2021-06-16,93.1
Florida,,2021-06-17,94.06
Florida,,2021-06-18,94.41
Florida,,2021-06-19,94.79
Florida,,2021-06-20,95.34
Florida,,2021-06-21,95.34
Florida,,2021-06-22,95.52
Florida,,2021-06-23,95.72
Florida,,2021-06-24,95.97
Georgia,GEO,2021-01-12,1.61
Georgia,GEO,2021-01-13,1.87
Georgia,GEO,2021-01-14,2.18
Georgia,GEO,2021-01-15,2.18
Georgia,GEO,2021-01-19,2.94
Georgia,GEO,2021-01-20,3.74
Georgia,GEO,2021-01-21,4.27
Georgia,GEO,2021-01-22,5.68
Georgia,GEO,2021-01-23,5.69
Georgia,GEO,2021-01-24,5.69
Georgia,GEO,2021-01-25,5.69
Georgia,GEO,2021-01-26,6.3
Georgia,GEO,2021-01-27,6.71
Georgia,GEO,2021-01-28,7.2
Georgia,GEO,2021-01-29,7.63
Georgia,GEO,2021-01-30,8.07
Georgia,GEO,2021-01-31,8.53
Georgia,GEO,2021-02-01,8.76
Georgia,GEO,2021-02-02,8.85
Georgia,GEO,2021-02-03,9.18
Georgia,GEO,2021-02-04,9.49
Georgia,GEO,2021-02-05,9.9
Georgia,GEO,2021-02-06,10.35
Georgia,GEO,2021-02-07,10.79
Georgia,GEO,2021-02-08,11
Georgia,GEO,2021-02-09,11.11
Georgia,GEO,2021-02-10,11.53
Georgia,GEO,2021-02-11,11.99
Georgia,GEO,2021-02-12,11.99
Georgia,GEO,2021-02-13,12.52
Georgia,GEO,2021-02-14,13.54
Georgia,GEO,2021-02-16,13.88
Georgia,GEO,2021-02-17,13.88
Georgia,GEO,2021-02-18,14.78
Georgia,GEO,2021-02-19,16.21
Georgia,GEO,2021-02-20,16.83
Georgia,GEO,2021-02-21,17.43
Georgia,GEO,2021-02-22,17.65
Georgia,GEO,2021-02-23,17.71
Georgia,GEO,2021-02-24,18.08
Georgia,GEO,2021-02-25,18.48
Georgia,GEO,2021-02-26,18.97
Georgia,GEO,2021-02-27,19.5
Georgia,GEO,2021-02-28,19.52
Georgia,GEO,2021-03-01,19.52
Georgia,GEO,2021-03-02,19.64
Georgia,GEO,2021-03-03,20.09
Georgia,GEO,2021-03-04,20.6
Georgia,GEO,2021-03-05,21.22
Georgia,GEO,2021-03-06,21.74
Georgia,GEO,2021-03-07,22.29
Georgia,GEO,2021-03-08,22.53
Georgia,GEO,2021-03-09,22.66
Georgia,GEO,2021-03-10,22.69
Georgia,GEO,2021-03-11,23.39
Georgia,GEO,2021-03-12,24.47
Georgia,GEO,2021-03-13,25.25
Georgia,GEO,2021-03-14,25.94
Georgia,GEO,2021-03-15,26.28
Georgia,GEO,2021-03-16,26.47
Georgia,GEO,2021-03-17,26.51
Georgia,GEO,2021-03-18,27.38
Georgia,GEO,2021-03-19,27.42
Georgia,GEO,2021-03-20,29.32
Georgia,GEO,2021-03-21,30.21
Georgia,GEO,2021-03-22,30.9
Georgia,GEO,2021-03-23,30.9
Georgia,GEO,2021-03-24,31.67
Georgia,GEO,2021-03-25,32.35
Georgia,GEO,2021-03-26,33.26
Georgia,GEO,2021-03-27,34.11
Georgia,GEO,2021-03-28,34.96
Georgia,GEO,2021-03-29,35.45
Georgia,GEO,2021-03-30,35.66
Georgia,GEO,2021-03-31,36.32
Georgia,GEO,2021-04-01,37.21
Georgia,GEO,2021-04-02,38.2
Georgia,GEO,2021-04-03,39.09
Georgia,GEO,2021-04-04,39.12
Georgia,GEO,2021-04-05,39.9
Georgia,GEO,2021-04-06,40.32
Georgia,GEO,2021-04-07,42.04
Georgia,GEO,2021-04-08,42.78
Georgia,GEO,2021-04-09,43.89
Georgia,GEO,2021-04-10,43.93
Georgia,GEO,2021-04-11,43.96
Georgia,GEO,2021-04-12,43.97
Georgia,GEO,2021-04-13,47.88
Georgia,GEO,2021-04-14,47.67
Georgia,GEO,2021-04-15,48.58
Georgia,GEO,2021-04-16,49.56
Georgia,GEO,2021-04-17,50.55
Georgia,GEO,2021-04-18,51.45
Georgia,GEO,2021-04-19,52.21
Georgia,GEO,2021-04-20,52.59
Georgia,GEO,2021-04-21,53.26
Georgia,GEO,2021-04-22,54.06
Georgia,GEO,2021-04-23,54.9
Georgia,GEO,2021-04-24,55.78
Georgia,GEO,2021-04-25,55.8
Georgia,GEO,2021-04-26,56.62
Georgia,GEO,2021-04-27,57.08
Georgia,GEO,2021-04-28,57.78
Georgia,GEO,2021-04-29,58.56
Georgia,GEO,2021-04-30,59.39
Georgia,GEO,2021-05-01,60.16
Georgia,GEO,2021-05-02,60.85
Georgia,GEO,2021-05-03,60.86
Georgia,GEO,2021-05-04,61.26
Georgia,GEO,2021-05-05,61.7
Georgia,GEO,2021-05-06,61.72
Georgia,GEO,2021-05-07,62.92
Georgia,GEO,2021-05-08,63.49
Georgia,GEO,2021-05-09,64.04
Georgia,GEO,2021-05-10,64.4
Georgia,GEO,2021-05-11,64.68
Georgia,GEO,2021-05-12,65.08
Georgia,GEO,2021-05-13,65.56
Georgia,GEO,2021-05-14,65.97
Georgia,GEO,2021-05-15,66.43
Georgia,GEO,2021-05-16,66.45
Georgia,GEO,2021-05-17,67.07
Georgia,GEO,2021-05-18,67.07
Georgia,GEO,2021-05-19,67.09
Georgia,GEO,2021-05-20,67.93
Georgia,GEO,2021-05-21,68.34
Georgia,GEO,2021-05-22,68.82
Georgia,GEO,2021-05-23,69.14
Georgia,GEO,2021-05-24,69.14
Georgia,GEO,2021-05-25,69.14
Georgia,GEO,2021-05-26,69.48
Georgia,GEO,2021-05-27,69.79
Georgia,GEO,2021-05-28,69.81
Georgia,GEO,2021-05-29,69.83
Georgia,GEO,2021-05-30,69.83
Georgia,GEO,2021-06-01,71.68
Georgia,GEO,2021-06-02,71.68
Georgia,GEO,2021-06-03,71.7
Georgia,GEO,2021-06-04,73.31
Georgia,GEO,2021-06-05,73.32
Georgia,GEO,2021-06-06,74.02
Georgia,GEO,2021-06-07,74.03
Georgia,GEO,2021-06-08,74.71
Georgia,GEO,2021-06-09,74.73
Georgia,GEO,2021-06-10,74.74
Georgia,GEO,2021-06-11,74.74
Georgia,GEO,2021-06-12,74.75
Georgia,GEO,2021-06-13,74.76
Georgia,GEO,2021-06-14,74.77
Georgia,GEO,2021-06-15,74.77
Georgia,GEO,2021-06-16,74.78
Georgia,GEO,2021-06-17,76.26
Georgia,GEO,2021-06-18,76.27
Georgia,GEO,2021-06-19,76.28
Georgia,GEO,2021-06-20,76.29
Georgia,GEO,2021-06-21,76.29
Georgia,GEO,2021-06-22,77.42
Georgia,GEO,2021-06-23,77.43
Georgia,GEO,2021-06-24,77.44
Guam,GUM,2021-01-12,2.29
Guam,GUM,2021-01-13,2.29
Guam,GUM,2021-01-14,2.29
Guam,GUM,2021-01-15,2.29
Guam,GUM,2021-01-19,2.29
Guam,GUM,2021-01-20,2.29
Guam,GUM,2021-01-21,2.29
Guam,GUM,2021-01-22,2.29
Guam,GUM,2021-01-23,2.29
Guam,GUM,2021-01-24,2.29
Guam,GUM,2021-01-25,2.29
Guam,GUM,2021-01-26,10.44
Guam,GUM,2021-01-27,11.02
Guam,GUM,2021-01-28,11.78
Guam,GUM,2021-01-29,12.82
Guam,GUM,2021-01-30,13.55
Guam,GUM,2021-01-31,13.55
Guam,GUM,2021-02-01,14.14
Guam,GUM,2021-02-02,14.97
Guam,GUM,2021-02-03,15.73
Guam,GUM,2021-02-04,15.73
Guam,GUM,2021-02-05,16.51
Guam,GUM,2021-02-06,17.47
Guam,GUM,2021-02-07,17.84
Guam,GUM,2021-02-08,17.93
Guam,GUM,2021-02-09,18.65
Guam,GUM,2021-02-10,19.57
Guam,GUM,2021-02-11,20.51
Guam,GUM,2021-02-12,21.67
Guam,GUM,2021-02-13,22.77
Guam,GUM,2021-02-14,23.3
Guam,GUM,2021-02-16,23.83
Guam,GUM,2021-02-17,24.74
Guam,GUM,2021-02-18,25.74
Guam,GUM,2021-02-19,28.29
Guam,GUM,2021-02-20,29.19
Guam,GUM,2021-02-21,29.25
Guam,GUM,2021-02-22,29.91
Guam,GUM,2021-02-23,30.46
Guam,GUM,2021-02-24,31.08
Guam,GUM,2021-02-25,31.77
Guam,GUM,2021-02-26,31.79
Guam,GUM,2021-02-27,32.72
Guam,GUM,2021-02-28,33.31
Guam,GUM,2021-03-01,33.33
Guam,GUM,2021-03-02,33.42
Guam,GUM,2021-03-03,33.44
Guam,GUM,2021-03-04,33.86
Guam,GUM,2021-03-05,34.03
Guam,GUM,2021-03-06,34.07
Guam,GUM,2021-03-07,34.07
Guam,GUM,2021-03-08,34.14
Guam,GUM,2021-03-09,35.23
Guam,GUM,2021-03-10,36.42
Guam,GUM,2021-03-11,37.44
Guam,GUM,2021-03-12,38.43
Guam,GUM,2021-03-13,39.44
Guam,GUM,2021-03-14,40.12
Guam,GUM,2021-03-15,40.18
Guam,GUM,2021-03-16,40.47
Guam,GUM,2021-03-17,41.29
Guam,GUM,2021-03-18,42.26
Guam,GUM,2021-03-19,43.4
Guam,GUM,2021-03-20,43.48
Guam,GUM,2021-03-21,43.49
Guam,GUM,2021-03-22,44.62
Guam,GUM,2021-03-23,45.68
Guam,GUM,2021-03-24,46.83
Guam,GUM,2021-03-25,47.87
Guam,GUM,2021-03-26,49.1
Guam,GUM,2021-03-27,49.25
Guam,GUM,2021-03-28,50.17
Guam,GUM,2021-03-29,51.22
Guam,GUM,2021-03-30,51.28
Guam,GUM,2021-03-31,52.81
Guam,GUM,2021-04-01,53.44
Guam,GUM,2021-04-02,54.36
Guam,GUM,2021-04-03,55.28
Guam,GUM,2021-04-04,55.32
Guam,GUM,2021-04-05,55.44
Guam,GUM,2021-04-06,55.47
Guam,GUM,2021-04-07,57.6
Guam,GUM,2021-04-08,58.63
Guam,GUM,2021-04-09,59.75
Guam,GUM,2021-04-10,59.87
Guam,GUM,2021-04-11,60.45
Guam,GUM,2021-04-12,60.49
Guam,GUM,2021-04-13,62.34
Guam,GUM,2021-04-14,63.64
Guam,GUM,2021-04-15,64.96
Guam,GUM,2021-04-16,65.87
Guam,GUM,2021-04-17,67.24
Guam,GUM,2021-04-18,67.25
Guam,GUM,2021-04-19,68.24
Guam,GUM,2021-04-20,69.28
Guam,GUM,2021-04-21,70.66
Guam,GUM,2021-04-22,71.79
Guam,GUM,2021-04-23,72.84
Guam,GUM,2021-04-24,73.74
Guam,GUM,2021-04-25,73.8
Guam,GUM,2021-04-26,74.49
Guam,GUM,2021-04-27,75.35
Guam,GUM,2021-04-28,76.21
Guam,GUM,2021-04-29,77.63
Guam,GUM,2021-04-30,78.72
Guam,GUM,2021-05-01,78.77
Guam,GUM,2021-05-02,79.57
Guam,GUM,2021-05-03,80.3
Guam,GUM,2021-05-04,80.85
Guam,GUM,2021-05-05,80.92
Guam,GUM,2021-05-06,80.96
Guam,GUM,2021-05-07,83.93
Guam,GUM,2021-05-08,84.72
Guam,GUM,2021-05-09,85.04
Guam,GUM,2021-05-10,85.12
Guam,GUM,2021-05-11,85.13
Guam,GUM,2021-05-12,85.2
Guam,GUM,2021-05-13,87.82
Guam,GUM,2021-05-14,87.88
Guam,GUM,2021-05-15,87.91
Guam,GUM,2021-05-16,87.91
Guam,GUM,2021-05-17,87.91
Guam,GUM,2021-05-18,87.93
Guam,GUM,2021-05-19,90.66
Guam,GUM,2021-05-20,90.71
Guam,GUM,2021-05-21,91.83
Guam,GUM,2021-05-22,93.17
Guam,GUM,2021-05-23,93.18
Guam,GUM,2021-05-24,93.18
Guam,GUM,2021-05-25,93.62
Guam,GUM,2021-05-26,93.68
Guam,GUM,2021-05-27,93.74
Guam,GUM,2021-05-28,96.01
Guam,GUM,2021-05-29,96.02
Guam,GUM,2021-05-30,96.02
Guam,GUM,2021-06-01,97.31
Guam,GUM,2021-06-02,97.38
Guam,GUM,2021-06-03,97.6
Guam,GUM,2021-06-04,98.92
Guam,GUM,2021-06-05,98.96
Guam,GUM,2021-06-06,100.5
Guam,GUM,2021-06-07,101.01
Guam,GUM,2021-06-08,101.03
Guam,GUM,2021-06-09,102.1
Guam,GUM,2021-06-10,102.15
Guam,GUM,2021-06-11,102.15
Guam,GUM,2021-06-12,102.2
Guam,GUM,2021-06-13,103.9
Guam,GUM,2021-06-14,104.91
Guam,GUM,2021-06-15,104.92
Guam,GUM,2021-06-16,104.92
Guam,GUM,2021-06-17,106.8
Guam,GUM,2021-06-18,106.85
Guam,GUM,2021-06-19,109.15
Guam,GUM,2021-06-20,109.15
Guam,GUM,2021-06-21,109.15
Guam,GUM,2021-06-22,109.17
Guam,GUM,2021-06-23,109.2
Guam,GUM,2021-06-24,109.26
Hawaii,,2021-01-12,2.36
Hawaii,,2021-01-13,2.59
Hawaii,,2021-01-14,3.39
Hawaii,,2021-01-15,3.32
Hawaii,,2021-01-19,4.52
Hawaii,,2021-01-20,5.08
Hawaii,,2021-01-21,5.61
Hawaii,,2021-01-22,5.99
Hawaii,,2021-01-23,5.99
Hawaii,,2021-01-24,5.99
Hawaii,,2021-01-25,6.5
Hawaii,,2021-01-26,6.62
Hawaii,,2021-01-27,6.9
Hawaii,,2021-01-28,7.34
Hawaii,,2021-01-29,7.85
Hawaii,,2021-01-30,8.51
Hawaii,,2021-01-31,9.13
Hawaii,,2021-02-01,9.59
Hawaii,,2021-02-02,9.74
Hawaii,,2021-02-03,10.15
Hawaii,,2021-02-04,10.67
Hawaii,,2021-02-05,11.99
Hawaii,,2021-02-06,12.65
Hawaii,,2021-02-07,13.21
Hawaii,,2021-02-08,13.7
Hawaii,,2021-02-09,13.7
Hawaii,,2021-02-10,13.7
Hawaii,,2021-02-11,14.17
Hawaii,,2021-02-12,14.75
Hawaii,,2021-02-13,15.38
Hawaii,,2021-02-14,15.9
Hawaii,,2021-02-16,16.75
Hawaii,,2021-02-17,17
Hawaii,,2021-02-18,17.47
Hawaii,,2021-02-19,21.29
Hawaii,,2021-02-20,22.09
Hawaii,,2021-02-21,22.81
Hawaii,,2021-02-22,23.4
Hawaii,,2021-02-23,23.56
Hawaii,,2021-02-24,24
Hawaii,,2021-02-25,24.64
Hawaii,,2021-02-26,25.36
Hawaii,,2021-02-27,26.18
Hawaii,,2021-02-28,27.04
Hawaii,,2021-03-01,27.52
Hawaii,,2021-03-02,27.74
Hawaii,,2021-03-03,28.19
Hawaii,,2021-03-04,29.05
Hawaii,,2021-03-05,29.8
Hawaii,,2021-03-06,30.68
Hawaii,,2021-03-07,30.8
Hawaii,,2021-03-08,31.99
Hawaii,,2021-03-09,32.78
Hawaii,,2021-03-10,33.61
Hawaii,,2021-03-11,34.56
Hawaii,,2021-03-12,35.56
Hawaii,,2021-03-13,36.52
Hawaii,,2021-03-14,37.29
Hawaii,,2021-03-15,38.01
Hawaii,,2021-03-16,38.57
Hawaii,,2021-03-17,39.49
Hawaii,,2021-03-18,40.45
Hawaii,,2021-03-19,41.49
Hawaii,,2021-03-20,42.35
Hawaii,,2021-03-21,43.12
Hawaii,,2021-03-22,43.38
Hawaii,,2021-03-23,43.91
Hawaii,,2021-03-24,44.64
Hawaii,,2021-03-25,45.39
Hawaii,,2021-03-26,46.59
Hawaii,,2021-03-27,46.68
Hawaii,,2021-03-28,46.76
Hawaii,,2021-03-29,48.41
Hawaii,,2021-03-30,48.92
Hawaii,,2021-03-31,49.83
Hawaii,,2021-04-01,50.7
Hawaii,,2021-04-02,51.71
Hawaii,,2021-04-03,52.43
Hawaii,,2021-04-04,53.51
Hawaii,,2021-04-05,53.94
Hawaii,,2021-04-06,54.45
Hawaii,,2021-04-07,55.39
Hawaii,,2021-04-08,56.43
Hawaii,,2021-04-09,57.67
Hawaii,,2021-04-10,57.76
Hawaii,,2021-04-11,58.96
Hawaii,,2021-04-12,60.29
Hawaii,,2021-04-13,61.03
Hawaii,,2021-04-14,62.25
Hawaii,,2021-04-15,63.22
Hawaii,,2021-04-16,64.39
Hawaii,,2021-04-17,65.25
Hawaii,,2021-04-18,66.2
Hawaii,,2021-04-19,66.61
Hawaii,,2021-04-20,75.98
Hawaii,,2021-04-21,76.92
Hawaii,,2021-04-22,78.04
Hawaii,,2021-04-23,78.98
Hawaii,,2021-04-24,80.23
Hawaii,,2021-04-25,81.63
Hawaii,,2021-04-26,82.44
Hawaii,,2021-04-27,83.35
Hawaii,,2021-04-28,84.4
Hawaii,,2021-04-29,85.4
Hawaii,,2021-04-30,86.53
Hawaii,,2021-05-01,87.57
Hawaii,,2021-05-02,88.45
Hawaii,,2021-05-03,88.83
Hawaii,,2021-05-04,88.97
Hawaii,,2021-05-05,89.28
Hawaii,,2021-05-06,89.31
Hawaii,,2021-05-07,96.72
Hawaii,,2021-05-08,97.24
Hawaii,,2021-05-09,97.9
Hawaii,,2021-05-10,97.9
Hawaii,,2021-05-11,98.53
Hawaii,,2021-05-12,98.84
Hawaii,,2021-05-13,99.81
Hawaii,,2021-05-14,100.38
Hawaii,,2021-05-15,102.06
Hawaii,,2021-05-16,102.16
Hawaii,,2021-05-17,104.31
Hawaii,,2021-05-18,104.71
Hawaii,,2021-05-19,105.71
Hawaii,,2021-05-20,106.77
Hawaii,,2021-05-21,107.75
Hawaii,,2021-05-22,108.55
Hawaii,,2021-05-23,108.65
Hawaii,,2021-05-24,109.62
